gift_no,donor_id,amount,gift_date,pledge_no
2433,330,1041.67,2016-09-01,209
2434,520,1041.67,2016-09-01,235
2435,789,1458.33,2016-09-01,274
2436,95,1041.67,2016-09-02,255
2437,100,250,2016-09-02,250
2438,336,458.33,2016-09-02,280
2439,448,833.33,2016-09-02,261
2440,544,375,2016-09-02,279
2441,932,833.33,2016-09-02,285
2442,959,2083.33,2016-09-02,242
2443,209,1041.67,2016-09-03,229
2444,369,1458.33,2016-09-03,251
2445,763,458.33,2016-09-03,281
2446,730,291.67,2016-09-04,296
2447,753,100,2016-09-05,
2448,569,1041.67,2016-09-06,297
2449,617,458.33,2016-09-06,288
2450,709,1041.67,2016-09-06,287
2451,774,300,2016-09-07,
2452,35,625,2016-09-08,304
2453,286,1041.67,2016-09-08,237
2454,820,83.33,2016-09-08,266
2455,981,416.67,2016-09-09,282
2456,5,291.67,2016-09-10,305
2457,250,250,2016-09-11,275
2458,42,541.67,2016-09-13,290
2459,349,375,2016-09-13,291
2460,603,166.67,2016-09-13,298
2461,778,208.33,2016-09-13,289
2462,42,2777.78,2016-09-15,238
2463,195,1041.67,2016-09-15,262
2464,187,375,2016-09-16,283
2465,448,583.33,2016-09-16,257
2466,457,1250,2016-09-16,252
2467,438,166.67,2016-09-18,276
2468,751,83.33,2016-09-18,299
2469,587,450,2016-09-19,300
2470,139,833.33,2016-09-20,268
2471,343,2083.33,2016-09-20,225
2472,841,1041.67,2016-09-20,292
2473,423,400,2016-09-21,301
2474,474,833.33,2016-09-21,231
2475,751,1041.67,2016-09-21,263
2476,41,1041.67,2016-09-22,273
2477,81,583.33,2016-09-22,270
2478,302,83.33,2016-09-22,253
2479,322,2083.33,2016-09-22,271
2480,851,2777.78,2016-09-23,217
2481,642,1041.67,2016-09-25,278
2482,599,500,2016-09-27,293
2483,845,2083.33,2016-09-27,284
2484,493,200,2016-09-29,
2485,592,416.67,2016-09-29,265
2486,231,208.33,2016-09-30,295
2487,813,833.33,2016-09-30,254
2488,520,1041.67,2016-10-01,235
2489,789,1458.33,2016-10-01,274
2490,95,1041.67,2016-10-02,255
2491,336,458.33,2016-10-02,280
2492,448,833.33,2016-10-02,261
2493,544,375,2016-10-02,279
2494,932,833.33,2016-10-02,285
2495,959,2083.33,2016-10-02,242
2496,209,1041.67,2016-10-03,229
2497,763,458.33,2016-10-03,281
2498,775,800,2016-10-03,
2499,730,291.67,2016-10-04,296
2500,573,250,2016-10-05,306
2501,569,1041.67,2016-10-06,297
2502,617,458.33,2016-10-06,288
2503,709,1041.67,2016-10-06,287
2504,35,625,2016-10-08,304
2505,286,1041.67,2016-10-08,237
2506,820,83.33,2016-10-08,266
2507,981,416.67,2016-10-09,282
2508,5,291.67,2016-10-10,305
2509,250,250,2016-10-11,275
2510,42,541.67,2016-10-13,290
2511,349,375,2016-10-13,291
2512,603,166.67,2016-10-13,298
2513,778,208.33,2016-10-13,289
2514,42,2777.78,2016-10-15,238
2515,195,1041.67,2016-10-15,262
2516,90,100,2016-10-16,
2517,187,375,2016-10-16,283
2518,448,583.33,2016-10-16,257
2519,457,1250,2016-10-16,252
2520,438,166.67,2016-10-18,276
2521,751,83.33,2016-10-18,299
2522,139,833.33,2016-10-20,268
2523,343,2083.33,2016-10-20,225
2524,841,1041.67,2016-10-20,292
2525,474,833.33,2016-10-21,231
2526,751,1041.67,2016-10-21,263
2527,41,1041.67,2016-10-22,273
2528,81,583.33,2016-10-22,270
2529,302,83.33,2016-10-22,253
2530,322,2083.33,2016-10-22,271
2531,481,1000,2016-10-22,
2532,851,2777.78,2016-10-23,217
2533,642,1041.67,2016-10-25,278
2534,599,500,2016-10-27,293
2535,845,2083.33,2016-10-27,284
2536,592,416.67,2016-10-29,265
2537,231,208.33,2016-10-30,295
2538,813,833.33,2016-10-30,254
2539,520,1041.67,2016-11-01,235
2540,789,1458.33,2016-11-01,274
2541,95,1041.67,2016-11-02,255
2542,336,458.33,2016-11-02,280
2543,448,833.33,2016-11-02,261
2544,544,375,2016-11-02,279
2545,932,833.33,2016-11-02,285
2546,959,2083.33,2016-11-02,242
2547,209,1041.67,2016-11-03,229
2548,763,458.33,2016-11-03,281
2549,730,291.67,2016-11-04,296
2550,573,250,2016-11-05,306
2551,569,1041.67,2016-11-06,297
2552,617,458.33,2016-11-06,288
2553,708,500,2016-11-06,
2554,709,1041.67,2016-11-06,287
2555,35,625,2016-11-08,304
2556,286,1041.67,2016-11-08,237
2557,820,83.33,2016-11-08,266
2558,981,416.67,2016-11-09,282
2559,5,291.67,2016-11-10,305
2560,250,250,2016-11-11,275
2561,42,541.67,2016-11-13,290
2562,349,375,2016-11-13,291
2563,603,166.67,2016-11-13,298
2564,778,208.33,2016-11-13,289
2565,42,2777.78,2016-11-15,238
2566,195,1041.67,2016-11-15,262
2567,187,375,2016-11-16,283
2568,448,583.33,2016-11-16,257
2569,438,166.67,2016-11-18,276
2570,751,83.33,2016-11-18,299
2571,139,833.33,2016-11-20,268
2572,343,2083.33,2016-11-20,225
2573,841,1041.67,2016-11-20,292
2574,474,833.33,2016-11-21,231
2575,751,1041.67,2016-11-21,263
2576,41,1041.67,2016-11-22,273
2577,81,583.33,2016-11-22,270
2578,322,2083.33,2016-11-22,271
2579,851,2777.78,2016-11-23,217
2580,642,1041.67,2016-11-25,278
2581,599,500,2016-11-27,293
2582,845,2083.33,2016-11-27,284
2583,327,600,2016-11-29,
2584,592,416.67,2016-11-29,265
2585,231,208.33,2016-11-30,295
2586,813,833.33,2016-11-30,254
2587,520,1041.67,2016-12-01,235
2588,789,1458.33,2016-12-01,274
2589,336,458.33,2016-12-02,280
2590,448,833.33,2016-12-02,261
2591,544,375,2016-12-02,279
2592,932,833.33,2016-12-02,285
2593,959,2083.33,2016-12-02,242
2594,209,1041.67,2016-12-03,229
2595,763,458.33,2016-12-03,281
2596,730,291.67,2016-12-04,296
2597,573,250,2016-12-05,306
2598,499,300,2016-12-06,
2599,569,1041.67,2016-12-06,297
2600,617,458.33,2016-12-06,288
2601,709,1041.67,2016-12-06,287
2602,35,625,2016-12-08,304
2603,286,1041.67,2016-12-08,237
2604,820,83.33,2016-12-08,266
2605,981,416.67,2016-12-09,282
2606,5,291.67,2016-12-10,305
2607,250,250,2016-12-11,275
2608,625,100,2016-12-12,
2609,42,541.67,2016-12-13,290
2610,276,1000,2016-12-13,
2611,349,375,2016-12-13,291
2612,603,166.67,2016-12-13,298
2613,778,208.33,2016-12-13,289
2614,42,2777.78,2016-12-15,238
2615,195,1041.67,2016-12-15,262
2616,187,375,2016-12-16,283
2617,453,375,2016-12-16,307
2618,438,166.67,2016-12-18,276
2619,751,83.33,2016-12-18,299
2620,139,833.33,2016-12-20,268
2621,343,2083.33,2016-12-20,225
2622,841,1041.67,2016-12-20,292
2623,474,833.33,2016-12-21,231
2624,751,1041.67,2016-12-21,263
2625,41,1041.67,2016-12-22,273
2626,81,583.33,2016-12-22,270
2627,322,2083.33,2016-12-22,271
2628,939,1250,2016-12-22,308
2629,851,2777.78,2016-12-23,217
2630,642,1041.67,2016-12-25,278
2631,599,500,2016-12-27,293
2632,845,2083.33,2016-12-27,284
2633,592,416.67,2016-12-29,265
2634,231,208.33,2016-12-30,295
2635,813,833.33,2016-12-30,254
2636,520,1041.67,2017-01-01,235
2637,789,1458.33,2017-01-01,274
2638,336,458.33,2017-01-02,280
2639,448,833.33,2017-01-02,261
2640,544,375,2017-01-02,279
2641,932,833.33,2017-01-02,285
2642,959,2083.33,2017-01-02,242
2643,209,1041.67,2017-01-03,229
2644,763,458.33,2017-01-03,281
2645,730,291.67,2017-01-04,296
2646,400,833.33,2017-01-05,310
2647,573,250,2017-01-05,306
2648,780,333.33,2017-01-05,309
2649,569,1041.67,2017-01-06,297
2650,617,458.33,2017-01-06,288
2651,709,1041.67,2017-01-06,287
2652,35,625,2017-01-08,304
2653,286,1041.67,2017-01-08,237
2654,820,83.33,2017-01-08,266
2655,981,416.67,2017-01-09,282
2656,5,291.67,2017-01-10,305
2657,914,100,2017-01-10,
2658,250,250,2017-01-11,275
2659,42,541.67,2017-01-13,290
2660,349,375,2017-01-13,291
2661,603,166.67,2017-01-13,298
2662,778,208.33,2017-01-13,289
2663,42,2777.78,2017-01-15,238
2664,195,1041.67,2017-01-15,262
2665,187,375,2017-01-16,283
2666,453,375,2017-01-16,307
2667,438,166.67,2017-01-18,276
2668,751,83.33,2017-01-18,299
2669,139,833.33,2017-01-20,268
2670,343,2083.33,2017-01-20,225
2671,841,1041.67,2017-01-20,292
2672,474,833.33,2017-01-21,231
2673,41,1041.67,2017-01-22,273
2674,81,583.33,2017-01-22,270
2675,322,2083.33,2017-01-22,271
2676,939,1250,2017-01-22,308
2677,851,2777.78,2017-01-23,217
2678,642,1041.67,2017-01-25,278
2679,680,200,2017-01-25,
2680,868,500,2017-01-26,
2681,599,500,2017-01-27,293
2682,845,2083.33,2017-01-27,284
2683,996,833.33,2017-01-28,311
2684,231,208.33,2017-01-30,295
2685,297,600,2017-01-30,
2686,813,833.33,2017-01-30,254
2687,520,1041.67,2017-02-01,235
2688,789,1458.33,2017-02-01,274
2689,336,458.33,2017-02-02,280
2690,448,833.33,2017-02-02,261
2691,544,375,2017-02-02,279
2692,578,100,2017-02-02,
2693,932,833.33,2017-02-02,285
2694,959,2083.33,2017-02-02,242
2695,209,1041.67,2017-02-03,229
2696,608,200,2017-02-03,
2697,763,458.33,2017-02-03,281
2698,730,291.67,2017-02-04,296
2699,400,833.33,2017-02-05,310
2700,573,250,2017-02-05,306
2701,780,333.33,2017-02-05,309
2702,886,100,2017-02-05,
2703,569,1041.67,2017-02-06,297
2704,617,458.33,2017-02-06,288
2705,709,1041.67,2017-02-06,287
2706,989,2500,2017-02-06,
2707,35,625,2017-02-08,304
2708,286,1041.67,2017-02-08,237
2709,981,416.67,2017-02-09,282
2710,5,291.67,2017-02-10,305
2711,250,250,2017-02-11,275
2712,123,1250,2017-02-12,312
2713,361,600,2017-02-12,
2714,42,541.67,2017-02-13,290
2715,179,800,2017-02-13,
2716,349,375,2017-02-13,291
2717,603,166.67,2017-02-13,298
2718,778,208.33,2017-02-13,289
2719,42,2777.78,2017-02-15,238
2720,195,1041.67,2017-02-15,262
2721,4,300,2017-02-16,313
2722,187,375,2017-02-16,283
2723,453,375,2017-02-16,307
2724,438,166.67,2017-02-18,276
2725,751,83.33,2017-02-18,299
2726,139,833.33,2017-02-20,268
2727,343,2083.33,2017-02-20,225
2728,841,1041.67,2017-02-20,292
2729,474,833.33,2017-02-21,231
2730,41,1041.67,2017-02-22,273
2731,81,583.33,2017-02-22,270
2732,322,2083.33,2017-02-22,271
2733,906,400,2017-02-22,
2734,939,1250,2017-02-22,308
2735,94,300,2017-02-23,314
2736,118,1041.67,2017-02-23,315
2737,851,2777.78,2017-02-23,217
2738,627,500,2017-02-24,
2739,642,1041.67,2017-02-25,278
2740,599,500,2017-02-27,293
2741,845,2083.33,2017-02-27,284
2742,231,208.33,2017-02-28,295
2743,813,833.33,2017-02-28,254
2744,996,833.33,2017-02-28,311
2745,520,1041.67,2017-03-01,235
2746,789,1458.33,2017-03-01,274
2747,898,300,2017-03-01,
2748,336,458.33,2017-03-02,280
2749,448,833.33,2017-03-02,261
2750,544,375,2017-03-02,279
2751,932,833.33,2017-03-02,285
2752,959,2083.33,2017-03-02,242
2753,209,1041.67,2017-03-03,229
2754,763,458.33,2017-03-03,281
2755,730,291.67,2017-03-04,296
2756,400,833.33,2017-03-05,310
2757,573,250,2017-03-05,306
2758,780,333.33,2017-03-05,309
2759,569,1041.67,2017-03-06,297
2760,617,458.33,2017-03-06,288
2761,709,1041.67,2017-03-06,287
2762,35,625,2017-03-08,304
2763,286,1041.67,2017-03-08,237
2764,981,416.67,2017-03-09,282
2765,5,291.67,2017-03-10,305
2766,250,250,2017-03-11,275
2767,123,1250,2017-03-12,312
2768,42,541.67,2017-03-13,290
2769,349,375,2017-03-13,291
2770,603,166.67,2017-03-13,298
2771,778,208.33,2017-03-13,289
2772,42,2777.78,2017-03-15,238
2773,195,1041.67,2017-03-15,262
2774,4,300,2017-03-16,313
2775,187,375,2017-03-16,283
2776,453,375,2017-03-16,307
2777,438,166.67,2017-03-18,276
2778,751,83.33,2017-03-18,299
2779,139,833.33,2017-03-20,268
2780,343,2083.33,2017-03-20,225
2781,841,1041.67,2017-03-20,292
2782,951,2083.33,2017-03-20,316
2783,474,833.33,2017-03-21,231
2784,41,1041.67,2017-03-22,273
2785,322,2083.33,2017-03-22,271
2786,939,1250,2017-03-22,308
2787,118,1041.67,2017-03-23,315
2788,851,2777.78,2017-03-23,217
2789,642,1041.67,2017-03-25,278
2790,599,500,2017-03-27,293
2791,845,2083.33,2017-03-27,284
2792,996,833.33,2017-03-28,311
2793,231,208.33,2017-03-30,295
2794,813,833.33,2017-03-30,254
2795,520,1041.67,2017-04-01,235
2796,789,1458.33,2017-04-01,274
2797,336,458.33,2017-04-02,280
2798,448,833.33,2017-04-02,261
2799,544,375,2017-04-02,279
2800,784,100,2017-04-02,
2801,932,833.33,2017-04-02,285
2802,959,2083.33,2017-04-02,242
2803,209,1041.67,2017-04-03,229
2804,763,458.33,2017-04-03,281
2805,730,291.67,2017-04-04,296
2806,400,833.33,2017-04-05,310
2807,573,250,2017-04-05,306
2808,780,333.33,2017-04-05,309
2809,569,1041.67,2017-04-06,297
2810,617,458.33,2017-04-06,288
2811,709,1041.67,2017-04-06,287
2812,35,625,2017-04-08,304
2813,286,1041.67,2017-04-08,237
2814,981,416.67,2017-04-09,282
2815,5,291.67,2017-04-10,305
2816,250,250,2017-04-11,275
2817,123,1250,2017-04-12,312
2818,201,100,2017-04-12,
2819,42,541.67,2017-04-13,290
2820,349,375,2017-04-13,291
2821,603,166.67,2017-04-13,298
2822,778,208.33,2017-04-13,289
2823,525,833.33,2017-04-14,317
2824,42,2777.78,2017-04-15,238
2825,195,1041.67,2017-04-15,262
2826,187,375,2017-04-16,283
2827,453,375,2017-04-16,307
2828,438,166.67,2017-04-18,276
2829,751,83.33,2017-04-18,299
2830,139,833.33,2017-04-20,268
2831,343,2083.33,2017-04-20,225
2832,841,1041.67,2017-04-20,292
2833,951,2083.33,2017-04-20,316
2834,474,833.33,2017-04-21,231
2835,513,500,2017-04-21,
2836,322,2083.33,2017-04-22,271
2837,939,1250,2017-04-22,308
2838,118,1041.67,2017-04-23,315
2839,318,200,2017-04-23,318
2840,851,2777.78,2017-04-23,217
2841,314,100,2017-04-24,
2842,642,1041.67,2017-04-25,278
2843,599,500,2017-04-27,293
2844,651,833.33,2017-04-27,319
2845,845,2083.33,2017-04-27,284
2846,996,833.33,2017-04-28,311
2847,231,208.33,2017-04-30,295
2848,813,833.33,2017-04-30,254
2849,520,1041.67,2017-05-01,235
2850,336,458.33,2017-05-02,280
2851,448,833.33,2017-05-02,261
2852,544,375,2017-05-02,279
2853,932,833.33,2017-05-02,285
2854,959,2083.33,2017-05-02,242
2855,763,458.33,2017-05-03,281
2856,730,291.67,2017-05-04,296
2857,400,833.33,2017-05-05,310
2858,569,375,2017-05-05,320
2859,573,250,2017-05-05,306
2860,780,333.33,2017-05-05,309
2861,569,1041.67,2017-05-06,297
2862,617,458.33,2017-05-06,288
2863,709,1041.67,2017-05-06,287
2864,35,625,2017-05-08,304
2865,286,1041.67,2017-05-08,237
2866,843,600,2017-05-09,
2867,981,416.67,2017-05-09,282
2868,5,291.67,2017-05-10,305
2869,123,1250,2017-05-12,312
2870,42,541.67,2017-05-13,290
2871,349,375,2017-05-13,291
2872,603,166.67,2017-05-13,298
2873,613,400,2017-05-13,
2874,778,208.33,2017-05-13,289
2875,525,833.33,2017-05-14,317
2876,42,2777.78,2017-05-15,238
2877,195,1041.67,2017-05-15,262
2878,187,375,2017-05-16,283
2879,453,375,2017-05-16,307
2880,751,83.33,2017-05-18,299
2881,139,833.33,2017-05-20,268
2882,343,2083.33,2017-05-20,225
2883,841,1041.67,2017-05-20,292
2884,951,2083.33,2017-05-20,316
2885,322,2083.33,2017-05-22,271
2886,939,1250,2017-05-22,308
2887,118,1041.67,2017-05-23,315
2888,339,100,2017-05-23,
2889,851,2777.78,2017-05-23,217
2890,599,500,2017-05-27,293
2891,651,833.33,2017-05-27,319
2892,845,2083.33,2017-05-27,284
2893,996,833.33,2017-05-28,311
2894,231,208.33,2017-05-30,295
2895,707,400,2017-05-30,
2896,813,833.33,2017-05-30,254
2897,741,400,2017-05-31,
2898,520,1041.67,2017-06-01,235
2899,448,833.33,2017-06-02,261
2900,932,833.33,2017-06-02,285
2901,959,2083.33,2017-06-02,242
2902,401,350,2017-06-04,321
2903,730,291.67,2017-06-04,296
2904,400,833.33,2017-06-05,310
2905,569,375,2017-06-05,320
2906,573,250,2017-06-05,306
2907,780,333.33,2017-06-05,309
2908,569,1041.67,2017-06-06,297
2909,617,458.33,2017-06-06,288
2910,709,1041.67,2017-06-06,287
2911,35,625,2017-06-08,304
2912,286,1041.67,2017-06-08,237
2913,790,583.33,2017-06-08,322
2914,660,100,2017-06-09,
2915,5,291.67,2017-06-10,305
2916,226,100,2017-06-10,
2917,600,200,2017-06-10,
2918,123,1250,2017-06-12,312
2919,42,541.67,2017-06-13,290
2920,349,375,2017-06-13,291
2921,482,200,2017-06-13,
2922,603,166.67,2017-06-13,298
2923,778,208.33,2017-06-13,289
2924,525,833.33,2017-06-14,317
2925,42,2777.78,2017-06-15,238
2926,195,1041.67,2017-06-15,262
2927,453,375,2017-06-16,307
2928,751,83.33,2017-06-18,299
2929,139,833.33,2017-06-20,268
2930,343,2083.33,2017-06-20,225
2931,841,1041.67,2017-06-20,292
2932,951,2083.33,2017-06-20,316
2933,184,100,2017-06-22,
2934,322,2083.33,2017-06-22,271
2935,939,1250,2017-06-22,308
2936,118,1041.67,2017-06-23,315
2937,851,2777.78,2017-06-23,217
2938,599,500,2017-06-27,293
2939,651,833.33,2017-06-27,319
2940,845,2083.33,2017-06-27,284
2941,996,833.33,2017-06-28,311
2942,231,208.33,2017-06-30,295
2943,813,833.33,2017-06-30,254
2944,448,833.33,2017-07-02,261
2945,805,416.67,2017-07-02,323
2946,932,833.33,2017-07-02,285
2947,959,2083.33,2017-07-02,242
2948,401,350,2017-07-04,321
2949,730,291.67,2017-07-04,296
2950,177,100,2017-07-05,
2951,400,833.33,2017-07-05,310
2952,569,375,2017-07-05,320
2953,573,250,2017-07-05,306
2954,780,333.33,2017-07-05,309
2955,569,1041.67,2017-07-06,297
2956,709,1041.67,2017-07-06,287
2957,848,200,2017-07-06,
2958,35,625,2017-07-08,304
2959,790,583.33,2017-07-08,322
2960,5,291.67,2017-07-10,305
2961,123,1250,2017-07-12,312
2962,603,166.67,2017-07-13,298
2963,525,833.33,2017-07-14,317
2964,42,2777.78,2017-07-15,238
2965,195,1041.67,2017-07-15,262
2966,453,375,2017-07-16,307
2967,751,83.33,2017-07-18,299
2968,139,833.33,2017-07-20,268
2969,343,2083.33,2017-07-20,225
2970,841,1041.67,2017-07-20,292
2971,951,2083.33,2017-07-20,316
2972,322,2083.33,2017-07-22,271
2973,939,1250,2017-07-22,308
2974,118,1041.67,2017-07-23,315
2975,851,2777.78,2017-07-23,217
2976,555,500,2017-07-26,324
2977,343,166.67,2017-07-27,325
2978,651,833.33,2017-07-27,319
2979,845,2083.33,2017-07-27,284
2980,996,833.33,2017-07-28,311
2981,813,833.33,2017-07-30,254
2982,885,375,2017-07-30,326
2983,448,833.33,2017-08-02,261
2984,805,416.67,2017-08-02,323
2985,932,833.33,2017-08-02,285
2986,959,2083.33,2017-08-02,242
2987,156,500,2017-08-03,
2988,400,833.33,2017-08-05,310
2989,569,375,2017-08-05,320
2990,573,250,2017-08-05,306
2991,780,333.33,2017-08-05,309
2992,709,1041.67,2017-08-06,287
2993,35,625,2017-08-08,304
2994,790,583.33,2017-08-08,322
2995,5,291.67,2017-08-10,305
2996,144,1458.33,2017-08-11,327
2997,123,1250,2017-08-12,312
2998,525,833.33,2017-08-14,317
2999,42,2777.78,2017-08-15,238
3000,195,1041.67,2017-08-15,262
3001,71,400,2017-08-16,
3002,380,900,2017-08-16,
3003,453,375,2017-08-16,307
3004,535,500,2017-08-17,328
3005,976,300,2017-08-19,
3006,139,833.33,2017-08-20,268
3007,343,2083.33,2017-08-20,225
3008,841,1041.67,2017-08-20,292
3009,951,2083.33,2017-08-20,316
3010,322,2083.33,2017-08-22,271
3011,939,1250,2017-08-22,308
3012,118,1041.67,2017-08-23,315
3013,851,2777.78,2017-08-23,217
3014,555,500,2017-08-26,324
3015,669,1000,2017-08-26,
3016,343,166.67,2017-08-27,325
3017,651,833.33,2017-08-27,319
3018,845,2083.33,2017-08-27,284
3019,996,833.33,2017-08-28,311
3020,813,833.33,2017-08-30,254
3021,885,375,2017-08-30,326
3022,262,100,2017-09-01,
3023,448,833.33,2017-09-02,261
3024,740,300,2017-09-02,329
3025,805,416.67,2017-09-02,323
3026,932,833.33,2017-09-02,285
3027,959,2083.33,2017-09-02,242
3028,400,833.33,2017-09-05,310
3029,569,375,2017-09-05,320
3030,573,250,2017-09-05,306
3031,780,333.33,2017-09-05,309
3032,709,1041.67,2017-09-06,287
3033,790,583.33,2017-09-08,322
3034,616,100,2017-09-10,
3035,144,1458.33,2017-09-11,327
3036,123,1250,2017-09-12,312
3037,525,833.33,2017-09-14,317
3038,42,2777.78,2017-09-15,238
3039,195,1041.67,2017-09-15,262
3040,213,400,2017-09-16,330
3041,453,375,2017-09-16,307
3042,535,500,2017-09-17,328
3043,139,833.33,2017-09-20,268
3044,343,2083.33,2017-09-20,225
3045,841,1041.67,2017-09-20,292
3046,951,2083.33,2017-09-20,316
3047,322,2083.33,2017-09-22,271
3048,939,1250,2017-09-22,308
3049,118,1041.67,2017-09-23,315
3050,851,2777.78,2017-09-23,217
3051,555,500,2017-09-26,324
3052,343,166.67,2017-09-27,325
3053,651,833.33,2017-09-27,319
3054,845,2083.33,2017-09-27,284
3055,996,833.33,2017-09-28,311
3056,813,833.33,2017-09-30,254
3057,885,375,2017-09-30,326
3058,448,833.33,2017-10-02,261
3059,740,300,2017-10-02,329
3060,805,416.67,2017-10-02,323
3061,932,833.33,2017-10-02,285
3062,959,2083.33,2017-10-02,242
3063,400,833.33,2017-10-05,310
3064,569,375,2017-10-05,320
3065,780,333.33,2017-10-05,309
3066,85,200,2017-10-06,
3067,709,1041.67,2017-10-06,287
3068,790,583.33,2017-10-08,322
3069,144,1458.33,2017-10-11,327
3070,123,1250,2017-10-12,312
3071,525,833.33,2017-10-14,317
3072,879,100,2017-10-14,
3073,42,2777.78,2017-10-15,238
3074,195,1041.67,2017-10-15,262
3075,453,375,2017-10-16,307
3076,70,100,2017-10-17,
3077,535,500,2017-10-17,328
3078,641,700,2017-10-19,
3079,139,833.33,2017-10-20,268
3080,343,2083.33,2017-10-20,225
3081,841,1041.67,2017-10-20,292
3082,951,2083.33,2017-10-20,316
3083,653,500,2017-10-21,
3084,290,625,2017-10-22,331
3085,322,2083.33,2017-10-22,271
3086,435,400,2017-10-22,
3087,939,1250,2017-10-22,308
3088,118,1041.67,2017-10-23,315
3089,851,2777.78,2017-10-23,217
3090,957,200,2017-10-23,
3091,370,333.33,2017-10-25,332
3092,555,500,2017-10-26,324
3093,343,166.67,2017-10-27,325
3094,651,833.33,2017-10-27,319
3095,845,2083.33,2017-10-27,284
3096,996,833.33,2017-10-28,311
3097,813,833.33,2017-10-30,254
3098,885,375,2017-10-30,326
3099,448,833.33,2017-11-02,261
3100,805,416.67,2017-11-02,323
3101,932,833.33,2017-11-02,285
3102,959,2083.33,2017-11-02,242
3103,400,833.33,2017-11-05,310
3104,569,375,2017-11-05,320
3105,780,333.33,2017-11-05,309
3106,709,1041.67,2017-11-06,287
3107,790,583.33,2017-11-08,322
3108,144,1458.33,2017-11-11,327
3109,123,1250,2017-11-12,312
3110,525,833.33,2017-11-14,317
3111,42,2777.78,2017-11-15,238
3112,195,1041.67,2017-11-15,262
3113,453,375,2017-11-16,307
3114,457,400,2017-11-16,334
3115,477,250,2017-11-16,333
3116,970,700,2017-11-16,
3117,535,500,2017-11-17,328
3118,20,833.33,2017-11-19,335
3119,139,833.33,2017-11-20,268
3120,343,2083.33,2017-11-20,225
3121,841,1041.67,2017-11-20,292
3122,951,2083.33,2017-11-20,316
3123,290,625,2017-11-22,331
3124,322,2083.33,2017-11-22,271
3125,939,1250,2017-11-22,308
3126,118,1041.67,2017-11-23,315
3127,851,2777.78,2017-11-23,217
3128,370,333.33,2017-11-25,332
3129,555,500,2017-11-26,324
3130,343,166.67,2017-11-27,325
3131,651,833.33,2017-11-27,319
3132,845,2083.33,2017-11-27,284
3133,996,833.33,2017-11-28,311
3134,885,375,2017-11-30,326
3135,326,416.67,2017-12-01,336
3136,448,833.33,2017-12-02,261
3137,805,416.67,2017-12-02,323
3138,932,833.33,2017-12-02,285
3139,959,2083.33,2017-12-02,242
3140,400,833.33,2017-12-05,310
3141,569,375,2017-12-05,320
3142,780,333.33,2017-12-05,309
3143,709,1041.67,2017-12-06,287
3144,969,300,2017-12-07,337
3145,790,583.33,2017-12-08,322
3146,566,400,2017-12-09,338
3147,47,400,2017-12-10,
3148,144,1458.33,2017-12-11,327
3149,123,1250,2017-12-12,312
3150,525,833.33,2017-12-14,317
3151,42,2777.78,2017-12-15,238
3152,195,1041.67,2017-12-15,262
3153,607,200,2017-12-15,
3154,477,250,2017-12-16,333
3155,19,500,2017-12-17,
3156,535,500,2017-12-17,328
3157,748,100,2017-12-18,
3158,20,833.33,2017-12-19,335
3159,139,833.33,2017-12-20,268
3160,343,2083.33,2017-12-20,225
3161,436,541.67,2017-12-20,339
3162,777,400,2017-12-20,
3163,841,1041.67,2017-12-20,292
3164,951,2083.33,2017-12-20,316
3165,290,625,2017-12-22,331
3166,322,2083.33,2017-12-22,271
3167,118,1041.67,2017-12-23,315
3168,851,2777.78,2017-12-23,217
3169,370,333.33,2017-12-25,332
3170,555,500,2017-12-26,324
3171,343,166.67,2017-12-27,325
3172,651,833.33,2017-12-27,319
3173,845,2083.33,2017-12-27,284
3174,996,833.33,2017-12-28,311
3175,825,583.33,2017-12-29,340
3176,885,375,2017-12-30,326
3177,326,416.67,2018-01-01,336
3178,615,400,2018-01-02,
3179,805,416.67,2018-01-02,323
3180,932,833.33,2018-01-02,285
3181,959,2083.33,2018-01-02,242
3182,569,375,2018-01-05,320
3183,709,1041.67,2018-01-06,287
3184,790,583.33,2018-01-08,322
3185,566,400,2018-01-09,338
3186,144,1458.33,2018-01-11,327
3187,123,1250,2018-01-12,312
3188,525,833.33,2018-01-14,317
3189,42,2777.78,2018-01-15,238
3190,310,400,2018-01-15,
3191,477,250,2018-01-16,333
3192,535,500,2018-01-17,328
3193,20,833.33,2018-01-19,335
3194,139,833.33,2018-01-20,268
3195,343,2083.33,2018-01-20,225
3196,436,541.67,2018-01-20,339
3197,841,1041.67,2018-01-20,292
3198,951,2083.33,2018-01-20,316
3199,290,625,2018-01-22,331
3200,322,2083.33,2018-01-22,271
3201,118,1041.67,2018-01-23,315
3202,609,100,2018-01-24,
3203,370,333.33,2018-01-25,332
3204,555,500,2018-01-26,324
3205,343,166.67,2018-01-27,325
3206,651,833.33,2018-01-27,319
3207,845,2083.33,2018-01-27,284
3208,948,350,2018-01-27,341
3209,825,583.33,2018-01-29,340
3210,885,375,2018-01-30,326
3211,326,416.67,2018-02-01,336
3212,805,416.67,2018-02-02,323
3213,932,833.33,2018-02-02,285
3214,959,2083.33,2018-02-02,242
3215,203,200,2018-02-03,
3216,569,375,2018-02-05,320
3217,709,1041.67,2018-02-06,287
3218,593,100,2018-02-07,
3219,413,300,2018-02-08,
3220,790,583.33,2018-02-08,322
3221,144,1458.33,2018-02-11,327
